appid,name,genres,tags,release_date,is_free,short_description
3869460,GluMe,Casual|Indie,Casual|Strategy|Turn-Based Strategy|Puzzle|2D|Colorful|Cute|Pixel Graphics|Top-Down|Logic|Relaxing|Singleplayer|Indie|Minimalist|Family Friendly|Retro|Sokoban|Controller,October 2025,False,“GluMe” is a cute Sokoban-style puzzle game. Team up with your slime friends to collect all the spectacular gems.
3155630,Byterage,Action|Indie,Action|Arcade|Hack and Slash|3D|First-Person|Sci-fi|Cyberpunk|Fast-Paced|Violent|Singleplayer|Indie,2025,False,Byterage: Epic Battle Against the Quantum Legion
2477780,Roguenarok,Action|Casual|Indie|RPG|Strategy,Action Roguelike|Bullet Hell|Shoot 'Em Up|MOBA|Top-Down Shooter|RPG|Roguelite|Strategy|Top-Down|Hack and Slash|Post-apocalyptic|Gun Customization|Action|Dinosaurs|Cartoony|Hand-drawn|Vikings|Fantasy|Medieval|Aliens,"Dec 12, 2023",False,"Destroy the enemy base before they can destroy your own. In this single-player MOBA action roguelite bullet-heaven, you play as a viking dinosaur wielding up 4 abilities and weapons at a time. Unlock new warriors and fight along with your soldiers and bring an end on the Alien’s reign."
3151330,LAYERED ORDEAL,Action|Indie,FPS|Action|Bullet Time|Bullet Hell|Sci-fi|Futuristic|Shooter|First-Person|Indie|Singleplayer,"Dec 9, 2024",False,"LAYERED ORDEAL is a bullet time FPS. A barrage of various bosses will attack you. Take advantage of the slow-motion feature to avoid the barrage, defeat the bosses, and reach the lowest level."
1531070,Sixth Extinction,Adventure|Casual|Indie,Adventure|Narration|Story Rich|Puzzle|Atmospheric|Casual|2D|Short|Hand-drawn|Indie|Singleplayer|Dark Fantasy|Multiple Endings|Violent|Choices Matter|Linear|Dark|Experimental|Minimalist,"Mar 17, 2021",True,"Sixth extinction is a dark, narrative-driven experience about extinction and discovering the true nature of yourself. Can you outwit the obstacles in your way, uncover the truth and begin a change?"
2693380,Survival Mission Z,Action|Adventure|Indie|RPG,Hentai|Zombies|Shooter|RPG|Nudity|Sexual Content|Action|NSFW|2D|Survival Horror|Action-Adventure|Anime|Mature|Post-apocalyptic|Exploration|Cute|Point & Click|Adventure|Singleplayer|Choose Your Own Adventure,"Jun 21, 2024",False,"Loot and shoot in this action-oriented adventure set in a zombie apocalypse. Acquire different guns, explore various locations and interact with other survivors on your mission towards a better future."
1735060,Reed The Robotanist Plus,Action|Adventure|Casual|Indie,Precision Platformer|3D Platformer|Third-Person Shooter|Visual Novel|Parkour|Skating|Difficult|Platformer|Arcade|3D|Third Person|Funny|Action|Linear|Casual|Story Rich|Adventure|Abstract|Anime|Cartoony,"Aug 18, 2022",False,"Reed the Robotanist is a fast-paced 3D platformer where you use the recoil of your gun to navigate and blast your way through numerous crazy levels, all to take down a megalomaniacal oil baron!"
3565150,Infection,Strategy,Strategy|Outbreak Sim|Survival|Turn-Based Tactics|Quick-Time Events|Tabletop|Board Game|Casual|Singleplayer|2D|Logic|Score Attack,"Mar 20, 2025",False,"Virus is spreading in this world, try to survive as long as possible. Avoid other or try to approach and cure them?"
2794620,Uncensor Quest,Action|Adventure|Indie|Strategy,,"Mar 29, 2024",False,💋 Remove censorship from a variety of Hentai erotic images and thwart sinister foes.
1627450,The Last Escape,Action|Adventure|Indie,Survival Horror|Horror|Third Person|Singleplayer|Gore|Indie|Zombies|Story Rich|Action|Atmospheric|Survival|Adventure|Exploration,To be announced,False,"Inspired by the classic survival horror games. The Last Escape is a third person, survival horror game. It sets in an abandoned city, where you will be exploring the area, find items, collect keys, fight the undead, and discover what really happened in your journey for your last escape."
767550,TopShot: Darkness,Action|Indie,Action|Indie,"Mar 9, 2018",False,1v1 Multiplayer Top-down shooter game
2817420,Attribute2 / 随手属性2,Action|Casual|Indie,Casual|PvP|Shooter|Cartoon|Multiplayer|Sandbox|Third-Person Shooter|Gun Customization|Level Editor|3D|Third Person|Fantasy|Combat|Singleplayer|3D Platformer|Action|Stylized|Co-op|Online Co-Op|Puzzle,2025,False,"This is a fun casual multiplayer battle game. Bullets not only defeat opponents but also alter the properties of objects and even players, turning the tide or finding the exit! Collect cards for boosts and skills, shape your playstyle, and enjoy diverse maps, modes, characters, and weapons."
513880,Panzer Warfare,Action|Casual|Indie|Massively Multiplayer|Simulation|Strategy|Early Access,Early Access|Casual|Action|Strategy|Indie|Simulation|Massively Multiplayer|Tanks|Arcade|Multiplayer|Physics,"Aug 25, 2016",False,Panzer Warfare is an amazing multiplayer tank game with up to 24 players online.
2247050,Dodd Goes to the Museum,Casual|Indie|Free To Play,Casual|Short|Relaxing|Walking Simulator|Exploration|Side Scroller|2D|Cartoony|Pixel Graphics|Atmospheric|Education|Free to Play|Indie|Family Friendly|Funny|Controller|Linear|Singleplayer,"Jan 26, 2025",True,"Explore Dodd's local museum in this short and sweet, casual and relaxing side-scroller adventure! Visit various exhibits within the museum's four wings and talk to various characters along the way!"
1959440,Balance Knight,Action|Adventure|Casual|Indie,Precision Platformer|Physics|Pixel Graphics|Surreal|Psychological Horror|Funny|Tactical|Adventure|Atmospheric|Philosophical|Action|Platformer|2D Platformer|Casual|2D|Fantasy|Medieval|Family Friendly|Singleplayer|Indie,"Apr 26, 2022",False,Balance Knight is a game in which the player must advance up a scaffolding shaken by physics.
3563380,Mari's Magical Deliveries,Casual|Indie,Cute|Casual|Dating Sim|Visual Novel|Otome|Magic|Anime|Fantasy|LGBTQ+|Colorful|Romance|Choices Matter|Indie|Female Protagonist|Multiple Endings|Story Rich|Job Simulator|Singleplayer,To be announced,False,A cute delivery dating sim about a witch reigniting old flames. Deliver packages &amp; fall in love in this bite-sized otome game!
3384370,Sand Eaters,Action,Action|Sci-fi|Shooter|Character Customization|FPS|PvE|First-Person|Third Person|Cyberpunk|PvP|Realistic|Stylized|Dystopian|Arena Shooter|Robots|Cinematic|Futuristic|Combat|Co-op|Multiplayer,To be announced,False,"FORGE. DESTROY. EVOLVE. Play as a walking arsenal in SAND EATERS, a hybrid genre sci-fi shooter set in a dark future plagued by rapidly evolving lifeforms."
2762390,The Tower Of Babel,RPG|Strategy,RPG|Strategy|City Builder|Farming Sim|Grand Strategy|RTS|Strategy RPG|Real Time Tactics|Tactical RPG|3D|Colorful|Third Person|Top-Down|Building|Crafting|Economy|Historical|Management|Tactical|Base Building,"Apr 12, 2024",False,"Play the most popular story from the bible. The tower of babel is a unique tower - builder and RPG. Pick a leader, hire workers, manage the economy of the building site and the lives of your workers. Remember you have 7 days to complete the tower before language barrier becomes a major problem."
638020,Castle Wars VR,Massively Multiplayer|Strategy,Strategy|Massively Multiplayer|Atmospheric|VR,"May 9, 2018",False,"Castle Wars VR is a real time strategy, built from scratch for VR. Feel yourself directly on the battlefield, command one of 4 different fantasy factions during the campaign or in the multiplayer."
1741140,War Wind,Strategy,RTS|Wargame|1990's|Retro|Fantasy|Old School|Strategy|Base Building|Magic|Tactical|Real Time Tactics|Isometric|Story Rich|Building|War|Combat|Singleplayer|Blood|Free to Play,"Sep 15, 2021",True,"War Wind is a real-time strategy game that allows you to view an epic battle through the eyes of four unique races, each with its own strengths and weaknesses. The game features 28 ready-to-play scenarios and a story of such compelling depth you won't believe it's just a game."
2613870,BattleCore Arena,Action|Sports,Free to Play|Shooter|Competitive|Fast-Paced|Physics|PvP|Multiplayer|Team-Based|Action|Sports|Early Access|3D Platformer|Online Co-Op|Arena Shooter|Third-Person Shooter|Funny|Combat|Colorful|Futuristic|Co-op,"Feb 4, 2025",True,"BattleCore Arena is a free-to-play, peer-to-peer platform shooter where gravity mastery is the key to victory. Compete in quick PvP battles, using weapons and abilities to eject your opponents out of the arena."
1750060,PUSSY 4,Casual|Indie,,"Oct 1, 2021",False,What could be more beautiful than hentai?
1131410,Sable's Grimoire: Man And Elf,Casual|Indie|Simulation,Indie|Casual|Simulation|Elf|Visual Novel|Romance|Comedy|Anime|Sexual Content,"Jun 19, 2020",False,"Elves' secrets run as deep as their grudges, and Sable is caught right in the middle of an old, escalating feud between a family of powerful elves."
1578080,DEADLUCK,Action|Adventure|Casual,Hero Shooter|Precision Platformer|2D Platformer|Bullet Hell|3D Platformer|Top-Down Shooter|Flight|Beat 'em up|Sandbox|Platformer|Arcade|Action-Adventure|Female Protagonist|2D|3D|Cute|Top-Down|Action|Vehicular Combat|Linear,"Apr 20, 2021",False,It is a colorful and fast war game where you shoot the enemy spaceships coming on you with your plane.
1833930,Primasia,Action|Adventure|Casual|Strategy,Adventure|First-Person|3D|Family Friendly|Puzzle|Exploration|Building|Agriculture|Education|Colorful|Action-Adventure|Strategy|Cartoony|Real Time Tactics|Atmospheric|Hidden Object|Detective|Funny|Nature|Relaxing,"Dec 8, 2022",False,The Prime8 Gang arrive on Prime8 island in the first part of their journey. Trading with the other five islands to gain resources for crafting purposes they will learn about the island's history. They will meet new characters to learn other useful information about Primasia and the Land of Humans.
2333590,Mystery Case Files: The Dalimar Legacy Collector's Edition,Adventure|Casual,Adventure|Casual|Point & Click|Puzzle|Hidden Object|First-Person|Detective|Investigation|Mystery|Female Protagonist|Singleplayer,"Apr 4, 2023",False,It’s the opportunity of several lifetimes when the intrepid Master Detective finds themselves in the body of their greatest rival!
3994530,Forbidden Terror: Board Game,Adventure|Casual|Indie|Free To Play,Horror|Atmospheric|Narrative|Casual|Psychological Horror|Story Rich|Episodic|Exploration|Realistic|First-Person|Linear|Adventure|Demons|Thriller|Crime|Walking Simulator|Mystery|Supernatural|Psychological|Conversation,"Oct 27, 2025",True,"The first episode of the new episodic horror anthology, Forbidden Terror, where each episode unravels a different tale."
819870,7 Days in Dream 光尘,Adventure|Casual|Indie|RPG|Simulation|Strategy,Adventure|RPG|Indie|Casual|Simulation|Strategy|RPGMaker|Drama|Anime,"May 14, 2018",False,梦一场，爱一生 梦与现实间的7天里，真相与隐情逐渐浮出水面，再一次鼓起勇气拥抱爱！
2412000,One-Thousand Cuts,Action|Adventure|Indie,Hack and Slash|Souls-like|Side Scroller|Beat 'em up|Action-Adventure|2D|Swordplay|Choices Matter|Multiple Endings|Action|Story Rich|Hand-drawn|Pixel Graphics|Assassin|Medieval|2D Platformer|Platformer|Adventure|2D Fighter|Action RPG,Coming soon,False,"A challenging 2D action sidescroller with brutal one-hit-kill combat, consequential choices, and a lore-rich story set in the dark fantasy world of Kurogawa, Japan. Hack and slash your way through the infamous Army of One-Thousand and reclaim your rightful place as daimyo, or die trying."
1560060,封神外传,Adventure|Indie|RPG,RPG|1990's|Drama|Romance|Story Rich|Turn-Based Combat|Indie|Singleplayer|Adventure|RPGMaker,"Nov 3, 2021",False,本游戏根据经典怀旧游戏FC封神榜和神话小说《封神演义》改编。 作者在致敬经典的同时又加入了丰富的人物角色和剧情。 台词诙谐幽默，剧情欢乐。 更有多彩的支线任务。 主要出场人物：哪吒、小龙女、木吒、杨戬、杨婵、申公豹、姜子牙、龙吉公主、妲己。 谱写了一段既沙雕又悲壮的神话故事。
3842430,Orange Life,Action|Adventure,Action|Adventure|Action-Adventure|Interactive Fiction|Exploration|3D Platformer|3D|Cinematic|Colorful|Cute|First-Person|Third Person|Agriculture|Funny|Atmospheric|Modern|Physics|Singleplayer,"Jul 22, 2025",False,Step into the bittersweet chaos of Orange Life — a narrative-driven game where every choice matters and nothing is quite what it seems
45450,Fortix 2,Casual|Indie,Indie|Casual|Puzzle|Singleplayer|Arcade|Strategy|Action|2D,"May 6, 2011",False,"Fortix 2 is best described as a reverse turret defense game. As Sir Fortix, the knight, you must conquer castles while dodging tower turrets and evil monsters. Fight your way across the shires of the island Artalom, storming from castle to castle."
3364570,Hoard Hotel,Adventure|Indie,Adventure|Singleplayer|2D|Pixel Graphics|Exploration|Story Rich|Multiple Endings|Horror|Top-Down|Cartoon|Comedy|Atmospheric|Cute|Supernatural|Colorful|Dark|Stylized|Retro|Dark Comedy|Choices Matter,Coming soon,False,Explore a disturbing hotel as you visit and solve the problems of over 40 strange Guests. Bring in one of three playable characters and guide them to one of the many endings to determine the hotel's fate..
3166910,The Builder - Season 2,Indie|Early Access,,"Mar 3, 2025",False,"The story continues with season 2 of the popular adult visual novel The Builder. REMEMBER TO PLAY SEASON 1 FIRST! You need to deepen your relations with the women of the small community. Not all goes as planned. Uknowingly, you start your true mission: To get all the women pregnant."
1980560,Cryptid Kitchen,Adventure|Casual|Indie|RPG,Psychological|Philosophical|Cozy|Exploration|Open World|Cooking|First-Person|Female Protagonist|Singleplayer|Cute|Adventure|Cartoony|Casual|Emotional|Stylized|Relaxing|Colorful|Mythology|Science|Education,Coming soon,False,"What is a good life? What makes life fulfilling? Meaningful? Explore these questions in a cozy first-person game on an island of mythical animals. Explore, collect ingredients and recipes, and help your friends with issues in their lives. Learn what researchers have discovered about flourishing."
